intent,greeting_normalized,text,frequency,pure_greeting,date
saludo_con_solicitud,buenas tardes,"Buenas tardes, la maquina es importada de 15 a 20 días. no esta en almacen",1,False,2025-12-04T22:20:05+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, la presente es para infromarle que la balanza cotizada, esta para entrega un dia habil a partir del pago",1,False,2025-11-07T21:23:19+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, le escribe Diany de distribuciónes ferreteras csp, disculpa manejas sonda industrial",1,False,2025-07-02T23:15:56+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, le hablamos de viaindustrial. Estaba tratando de comunicarme para preguntar si continuar interesados en la compra del dinamómetro",1,False,2025-05-28T19:39:26+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, me compartes el rut para generar la proforma",1,False,2025-12-17T23:57:30+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, me confirmas el correo de facturacion",1,False,2025-12-19T23:51:33+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, me envias por favor el RUC los creo en el sistema",1,False,2025-09-23T01:14:58+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, me informan de la bodega que los probadores de humo, estan en la bodega en de zona franca",1,False,2025-07-31T22:51:05+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, me podrias indicar el precio y la disponibilidad de este salinometro por favor",1,False,2025-10-08T23:43:09+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, me regalas el rut y el correo de facturación, por favor",1,False,2025-12-01T20:20:44+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, muy bien y usted",1,False,2026-03-07T00:23:05+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, necesito renovar mi material volumétrico y estoy en la búsqueda de diferentes elementos",1,False,2025-09-30T21:48:35+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, nos encontramos ubicados en ecuador: En la siguiente dirección: Km 23.5 vía la Costa 500m antes del peaje Guayaquil, Guayas Quisiéramos saber los costos de envío",1,False,2025-12-03T01:18:29+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, por favor me ayudan con los documentos para poder enviar o.c",1,False,2025-06-18T22:53:52+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, por favor me envias el RUT los voy creando en el sistema",1,False,2025-11-19T00:59:36+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, Por favor, me confirmas si desean continuar con la compra del Interruptor de vibración o si procedemos a liberarlo en bodega. Quedo atenta",1,False,2025-11-18T23:26:44+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, que garantía de durabillidad y que cuidados posee este equipo",1,False,2025-06-24T23:04:40+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, quisiera comprar bateas de oro",1,False,2025-09-30T01:36:59+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, quisiera saber si usteden venden Aguja No. 1 para viscosimetro RV marca brookfield",1,False,2025-09-12T20:59:30+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, seguimos atentos a los documentos solicitados",1,False,2025-03-29T20:06:23+03:00
saludo_con_solicitud,buenas tardes,"buenas tardes, señor CARLOS FERNANDO, le escribo para saludarlo y para saber cómo le fue con la cotización del DRON TERMICO si lo van a comprar?? o que decisión han tomado al respecto?'' atento a sus comentarios",1,False,2025-11-07T23:56:52+03:00
saludo_con_solicitud,buenas tardes,"buenas tardes, señor LUIS === SYSTEM WZ === La plantilla de marketing no se puede enviar a este cliente en este momento debido a la limitación de mensajes de marketing. Inténtelo de nuevo más tarde o envíe una plantilla de otra categoría",1,False,2025-12-17T22:06:08+03:00
saludo_con_solicitud,buenas tardes,"buenas tardes, señor Ricardo, como esta?'",1,False,2025-10-20T23:33:50+03:00
saludo_con_solicitud,buenas tardes,"buenas tardes, señor ZAID, ahi le acabo de enviar la cotizacion actualizada de los cronometros, incluido el flete",1,False,2026-01-17T00:31:52+03:00
saludo_con_solicitud,buenas tardes,"buenas tardes, señora GLADYS, la presente es para saludarla y para preguyntarle respecto a la cotizacion del Grindometro de alta precision, para saber si van a realizar la compra, o que decision han tomado respecto a la comrpa del equipo, para colaborarle",1,False,2025-11-07T22:09:48+03:00
saludo_con_solicitud,buenas tardes,"buenas tardes, señorita DANIELA, como esta??'",1,False,2026-03-07T00:17:54+03:00
saludo_con_solicitud,buenas tardes,"buenas tardes, señorita DIANA CASTRO, le escribo para saludarla y para saber cómo le fue con la cotización del KIT DE MONITOREO NUTRIMENTAL si lo van a comprar?? o que decisión han tomado al respecto?'' atento a sus comentarios",1,False,2025-11-08T00:12:56+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, señorWilder, soy Martin Aguilera, en que lke puedo colaborar",1,False,2025-10-23T21:29:32+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, si llevamos 20 unidades no tendría algún descuento",1,False,2025-10-08T21:42:20+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, soy Estefania Gonzalez, cuentame si lograron revisar la cotizacion",1,False,2025-05-08T23:10:08+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, Sra. Marisol: El pasado 21 de julio se entregó el derecho de petición y, hasta la fecha, no hemos recibido respuesta por parte de ustedes. Adicionalmente, las fechas previamente indicadas para el cumplimiento del compromiso de pago y abonos no se han cumplido. A la fecha, se registra una mora de 8 meses sobre el pago inicial del crédito otorgado a 30 días. Agradezco su pronta gestión y confirmación sobre el estado de este proceso. Quedo atenta a su respuesta",1,False,2025-08-13T00:55:30+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, también me gustaría conocer las dimensiones de las partes de la herramienta",1,False,2025-11-04T23:04:54+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, te comparto el certificado",1,False,2025-11-12T22:23:25+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, te esta respondiendo el chatbot. el caso junto con el video ya se remitió a servicio al cliente y ellos se encargan de darte respuesta",1,False,2026-03-11T21:53:12+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, tienen de la genética",1,False,2025-09-19T21:27:20+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, usted es tan amable de actualizarme esta cotización",1,False,2026-01-19T22:08:30+03:00
saludo_con_solicitud,buenas tardes,"buenas tardes, ya hice la gestión de pasar la cotización pero aún no me han dado informacion ya el area de compras se encargara, muchas gracias",1,False,2025-09-04T21:44:54+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes, ¿en qué puedo ayudarte hoy? === SYSTEM WZ === La plantilla de marketing no se puede enviar a este cliente en este momento debido a la limitación de mensajes de marketing. Inténtelo de nuevo más tarde o envíe una plantilla de otra categoría",1,False,2026-03-07T00:22:43+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes,. te pregunto, de pronto manejan esta báscula",1,False,2025-09-08T22:57:25+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Disculpe le pregunto. Estoy confundido en el primer texto usted me dice que enviará el enlace y en el segundo que queda atenta a recibirlo,1,False,2026-02-24T21:34:36+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. le comparto la factura por este medio,1,False,2026-01-31T00:16:36+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Me confirma por favor si ya enviaron la documentación al correo que indiqué,1,False,2025-10-29T20:28:12+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Muchas gracias por su rapida atencion y respuesta. Estamos evaluando la cotizacion,1,False,2025-07-03T00:53:25+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Para saber de la información de financiación,1,False,2025-07-22T22:27:04+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Por favor me informan para cuándo pueden enviarnos la oferta económica del sensor P237915?. Gracias,1,False,2025-09-08T22:40:48+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Puedo comprar el Ecuador? Me da información. Gracias,1,False,2025-08-09T00:52:53+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Se requiere la cotización en pdf,1,False,2025-08-25T22:26:53+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes. Si bien es cierto que es un martillo geológico, no es la marca que necesito",1,False,2025-07-01T22:25:09+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Si me llegó. Muchas gracias,1,False,2025-05-11T20:15:38+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes. Si recibí la información,sin embargo para la institución educativa es muy costoso el valor que nos ofrecen",1,False,2025-06-24T22:41:48+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes. Si, pero sería sin los estereoscopios",1,False,2025-07-04T23:25:51+03:00
saludo_con_solicitud,buenas tardes,Buenas tardes. Sigo esperando cotización de los variadores,1,False,2026-03-03T21:39:54+03:00
saludo_con_solicitud,buenas tardes,"Buenas tardes. Un favor, quisiera saber el precio de una prensa hidráulica que las pacas de cartón pesen aproximadamente 500kg. Gracias",1,False,2026-01-19T01:24:18+03:00
saludo_con_solicitud,buenas tardes,buenas tardes: pregunta.. esa valvulas son para AIRE? o para AGUA?? son VALVULAS DE COMPUERTA??? tiene la marca y la referencia? porque en las imagenes que envia no se ve muy bien las caracteristicas,1,False,2026-02-03T23:29:14+03:00
saludo_con_solicitud,buenas,Buenas tienen de 2 o 1 m,1,False,2025-06-26T18:56:04+03:00
saludo_con_solicitud,buenas,"Buenas, por favor podrían ayudarme con la cotización de un micrómetro de exteriores que me sirva para medir en el rango de 0 a 250 mm, con una resolución de 0,01 mm",1,False,2025-08-05T18:26:17+03:00
saludo_con_solicitud,buenas,"Buenas, quería averiguar sobre máquina para mantequilla de maní",1,False,2025-06-27T18:56:57+03:00
saludo_con_solicitud,bueno dias,"bueno dias, te envio propuesta según visita de gerencia comercial, quedamos atentos a sus ordenes o cualquier consulta",1,False,2025-08-11T19:47:10+03:00
saludo_con_solicitud,bueno dias,"bueno dias, te envio propuesta según visita de gerencia comercial, quedamos atentos a sus ordenes o cualquier consulta >> >> Gracias",1,False,2025-08-11T19:58:06+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Alejandra, la cotizacion esta actualizada con 1 unidad. enviame el RUT te realizo la factura proforma https://www.viaindustrial.com/cotizacion.asp?CotCliente=1255802&token=470926&p=P244010",1,False,2025-11-14T14:34:58+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Andrea, por favor me envia el RUT. una vez realicen el pago se realiza el envio",1,False,2025-08-20T15:42:45+03:00
saludo_con_solicitud,buenos dias,"Buenos dias como esta, tiene este acuastato para entrega inmediata",1,False,2026-02-10T23:22:23+03:00
saludo_con_solicitud,buenos dias,"Buenos dias como estan ? ,con quien me he comunicado ? , en estos dias ? todabia estoy mirando la compra del torno ,le preguntaba si venden torno de segunda o de ofertas ya les habia preguntado antes ? como le digo quiciera uno de maximo $5 Mllones 1/2 si lo tienen de buena calidad y me dicen si esos que me mustran en la fotos ,el Shimpo y el Huanyu tienen la conexion para Colombia(Medellin) Perdonen la molestia y les agradezco la informacion",1,False,2025-07-07T18:18:45+03:00
saludo_con_solicitud,buenos dias,"Buenos dias como estan, revisando las cotizaciones no están todos elementos",1,False,2025-08-20T19:37:22+03:00
saludo_con_solicitud,buenos dias,"Buenos dias cordial saludo, por favor me podrías ayudar. Busco medidor de gas natural para empresa QMAX 6m cubicos",1,False,2025-11-27T20:00:21+03:00
saludo_con_solicitud,buenos dias,"Buenos dias deseo cotizar unos kit de rombos para el transporte de mercancía peligrosa, ustedes lo manejan",1,False,2025-06-16T16:41:38+03:00
saludo_con_solicitud,buenos dias,"Buenos dias dn Diego, al correo le envie los documentos. me confirmas por favor si te llego",1,False,2025-06-18T16:40:55+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Alejandro, el tiempo de la importacion es de 10 dias habiles. cuentame si te sirve y me envias el RUT les envio la factura proforma para dar inicio",1,False,2025-11-21T13:00:15+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Cesar, indiqueme la referencia por favor",1,False,2025-10-07T18:46:20+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Cesar, solo tenemos servicio para los equipos que vendemos, en el sistema no me refleja venta de este equipo",1,False,2025-07-02T19:29:33+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Daniel, la factura les llega el dia de hoy al correo",1,False,2025-05-09T16:14:34+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Danilo, por favor me envia el RUT le genero la factura proforma de la Lampara",1,False,2025-07-22T14:34:49+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Diego, la informacion tecnica si se ajusta al equipo que necesitan",1,False,2025-10-28T16:46:43+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Enrique, la referencia que le cotizamos es KTS-442-UT y la que me envias en la imagen es otra. confirmame por favor cual es la referencia que estan necesitando",1,False,2025-10-06T20:24:49+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Fredy, recuerda informarme una vez el cliente les de actualizacion. ;)",1,False,2025-08-05T19:35:25+03:00
saludo_con_solicitud,buenos dias,Buenos dias don Harold como estas,1,False,2025-12-19T17:43:20+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Hernan, Indicame por favor: nombre completo y cedula * e_mail para la factura electrónica. * Dirección y ciudad de despacho * Nombre y teléfono de la persona que recibe",1,False,2026-01-30T15:54:19+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Jairo, ayer te envie el correo con la informacion, me confirmas por favor si lo recibieron",1,False,2025-08-05T14:27:59+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Javier, el link enviado de las 10 am no funciona",1,False,2026-03-04T18:13:46+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Jhon, la cotizacion ya se encuentra actulizada. Cuentame para cuando estiman realizar la compra del equipo",1,False,2025-09-17T15:43:26+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Jorge, te actualice con la referencia 350-TC es de entrega inmediata, revisala y me confirmas para separarla https://www.viaindustrial.com/cotizacion.asp?CotCliente=1230198&token=461324&p=P240015",1,False,2025-10-25T20:38:17+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Jose, envieme por favor el RUT le realizo la factura proforma",1,False,2025-12-05T13:19:53+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Joseth, la entrega es de 10 a 15 DIAS te sirve el tiempo",1,False,2025-07-15T16:40:59+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Juan, la cotizacion se encuentra actualizada. cuenta con descuento del 25% https://www.viaindustrial.com/cotizacion.asp?CotCliente=1255964&token=470986&p=P248437 enviame el RUT te realizo la factura proforma",1,False,2025-11-19T17:02:28+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Luis, espero se encuentre muy bien. paso para validar si aun estan interesados en la compra de la maquina medidora de cable",1,False,2025-11-18T17:15:43+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Maicol, cuentame si lograste revisar la opcion que esta disponible en honeywell",1,False,2025-11-10T15:35:56+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Mauricio, enviame por favor el RUT los voy creando en el sistema",1,False,2025-11-26T17:26:45+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Miguel, para el pago solo transferencia o pago en linea. cual de las 2 opciones se ajusta",1,False,2025-10-01T16:57:25+03:00
saludo_con_solicitud,buenos dias,Buenos dias don Miguel. la entrega es de 10 dias habiles ya que es importada bajo pedido. te sirve,1,False,2026-03-09T17:38:03+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Nicolas, enviame el RUT por favor los voy creando en el sistem a",1,False,2025-11-26T15:44:36+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Oscar, por favor me envia el RUT le realizo la factura proforma",1,False,2025-11-12T18:08:29+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don Robert, enviame por favor el RUT de la empresa le realizo la factura proforma",1,False,2026-01-30T15:58:40+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don William, cuenteme para cuando estiman generar la orden de compra de las gafas",1,False,2025-06-20T16:30:57+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don William, para fabricar el equipo es necesario abono del 70% y una vez este listo cancelan el saldo para la entrega. por favor me envia el RUT y me indica cual aprobaron",1,False,2025-10-24T16:33:00+03:00
saludo_con_solicitud,buenos dias,"Buenos dias don William, voy a revisar con almacen el tiempo de entrega y le informo",1,False,2025-10-01T19:11:07+03:00
saludo_con_solicitud,buenos dias,"Buenos dias envio ficha técnica según su solcitud , con respecto al granulado no lo manejamos quedamos atentos a sus ordenes o cualquier consulta",1,False,2025-08-21T18:01:03+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Estefania, me regalas los números de ordenes de compras",1,False,2025-12-05T16:56:39+03:00
saludo_con_solicitud,buenos dias,Buenos dias estoy buscando pirometro maxtermo 96× 96 con ramplas,1,False,2025-06-14T18:32:27+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Johanner, el Detector de fugas esta para entrega de 2 dias. enviame el RUT te realizo la factura proforma",1,False,2026-01-26T17:29:55+03:00
saludo_con_solicitud,buenos dias,Buenos dias la otra pila no tienen,1,False,2025-06-25T17:20:41+03:00
saludo_con_solicitud,buenos dias,Buenos dias la otra referencia estamos confirmando para agregar la a la cotización,1,False,2025-06-18T17:47:54+03:00
saludo_con_solicitud,buenos dias,Buenos dias la otra referencia estamos confirmando para agregar la a la cotización === SYSTEM WZ === An error occurred. The information has already been directed to Wazzup developers,1,False,2025-06-18T17:47:59+03:00
saludo_con_solicitud,buenos dias,Buenos dias Las latas de diámetro 35-126 mm quedamos atentos a cualquier consulta,1,False,2025-07-25T19:13:53+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Laura, me confirmas los datos de envio por favor. Verificar Direccion Envio DG 7 NORTE 71 473 BRR PASO DEL COMERCIO CALI VALLE 3146186719 Jerson ortega",1,False,2026-02-27T17:33:25+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Lizeth, indicame por favor la referencia de la Bomba neumática que te solicitan",1,False,2025-11-21T14:08:27+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Luisa, revise tu correo. me envias por favor el RUT de ustedes",1,False,2025-10-30T16:32:55+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Mariel, por favor me envias el RUT te realizo la factura proforma del DRAGER-X-AM-2500",1,False,2025-12-19T18:02:43+03:00
saludo_con_solicitud,buenos dias,Buenos dias mas economicos no tendria,1,False,2025-06-26T15:39:08+03:00
saludo_con_solicitud,buenos dias,"Buenos dias me pueden dar infomacion del despacho, garcias",1,False,2025-04-10T16:39:59+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Muchas gracias, estaré atento",1,False,2025-08-05T17:36:56+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Muchicimas gracias por la información, se me sale de mi presupuesto y depronto tornos de segunda mano , venden ? pero de ese mismo torno eléctrico para ceramica Shimpo Aspire ? Mi presupuesto maximo es de 5 a 6 millones y veo que en ese estilo no lo tienen ,le agradezco",1,False,2025-05-30T18:43:23+03:00
saludo_con_solicitud,buenos dias,BUENOS DIAS NECESITO PRECIO DE DISCO SECCHY,1,False,2025-09-12T18:44:56+03:00
saludo_con_solicitud,buenos dias,Buenos dias para cotizar este producto,1,False,2026-03-04T17:17:27+03:00
saludo_con_solicitud,buenos dias,Buenos dias para pddirles favor solamente donde consigo repuestos que le envie fotos de la hidrolavadora evans,1,False,2025-08-05T19:09:22+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Paula, te estaba llamando. cuentame aun estan interesados en la compra del Deshidratador",1,False,2025-08-05T18:42:22+03:00
saludo_con_solicitud,buenos dias,buenos dias señor como esta? recuerde que le mencione que tuve una extension de tiempo apenas estoy armando hoy el segundo proceso,1,False,2025-09-16T16:10:31+03:00
saludo_con_solicitud,buenos dias,Buenos dias si es que estoy esperando qur me autoricen dijeron que el martes me puedes esperar hasta el martes,1,False,2025-10-10T20:17:38+03:00
saludo_con_solicitud,buenos dias,Buenos dias si estaba en ua reunión,1,False,2025-09-23T17:25:42+03:00
saludo_con_solicitud,buenos dias,Buenos dias si muchas gracias pero aun no me han dicho nada,1,False,2025-06-17T16:35:54+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Silvana, por favor me envia el RUT los creo en el sistema",1,False,2025-09-26T18:41:12+03:00
saludo_con_solicitud,buenos dias,BUENOS DIAS SOMOS LA EMPRESA IMCOFE SAC. - RUC: 20602392211 AV. ARGENTINA NRO. 1696 INT. 200 (UNA CUADRA ANTES DE DUEÑAS) LIMA - LIMA - LIMA - PERU LE SALUDA LUIS TORRES MEJIA (74730943) ENCARGADO ANALISTA LOGISTICO DE IMCOFE S.A.C. E-mail: ventas1@imcofesac.com.pe FAVOR DE COTIZAR EL SIGUIENTE REQUERIMIENTO: * 2 UND - Válvula Flotadora de 1″ Bronce C/Boya de Cobre,1,False,2025-11-28T19:32:52+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Adriana, espero se encuentre muy bien, la estaba llamando para revisar la compra de los equipos",1,False,2025-09-29T17:38:09+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Ana, en el codigo encuentras todas las caracteristicas. revisala y me cuentas si necesitan mayor informacion",1,False,2025-08-27T17:06:05+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Ariana, la cotizacion es US$ 18,862,42",1,False,2025-10-15T23:04:10+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Claudia, no realizamos instalacion de los equipos. una vez les llegue se programa capacitacion para el uso",1,False,2025-11-18T16:37:27+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Edilma, cuentame desean continuar con la compra del molino",1,False,2025-11-14T14:55:49+03:00
saludo_con_solicitud,buenos dias,"Buenos dias sra Gladis, al correo te envie la cotizacion. me cuentas por favor si les llego",1,False,2025-11-27T16:24:40+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Lourdes, si aceptamos pagos en US popr favor me envia los datos de la empresa y direccion de entrega le realizo el pedido",1,False,2025-10-21T17:28:21+03:00
saludo_con_solicitud,buenos dias,Buenos dias Sra Luz por favor me comparte el RUT y me ayuda confirmando las referencias aprobadas,1,False,2025-10-21T17:43:40+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Margarita, al correo le envie el formato para el estudio credito, por favor me confirma si lo reciio",1,False,2025-02-05T19:55:24+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Marthas, por favor me envia el RUT o nombre completo, cedula y direccion de entrega le realizo la factura de la incubadora",1,False,2025-10-10T18:17:14+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Sra Olga soy Estefania Gonzalez, me envia por fvaor el RUT los voy creando en el sistema",1,False,2025-09-08T17:53:06+03:00
saludo_con_solicitud,buenos dias,buenos dias tienes 20 camaras de estas,1,False,2025-09-05T18:19:13+03:00
saludo_con_solicitud,buenos dias,buenos dias ustedes tienen tambien la caja de seguridad lototo,1,False,2025-06-17T18:52:40+03:00
saludo_con_solicitud,buenos dias,"Buenos dias Viviana, espero se encuentre muy bien. paso para validar si ya aprobaron la compra de los equipos",1,False,2025-08-27T15:57:20+03:00
saludo_con_solicitud,buenos dias,"Buenos dias y bendiciones Maria Valencia gracias por su respuesta ,por favor nos podria enviar la ficha tecnica",1,False,2025-12-11T15:43:48+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, adjunto CERT, BANCRAIA Y RUT",1,False,2025-10-14T19:53:24+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, adjunto LINK DEL CATALOGO DE PRODUCTOS",1,False,2025-10-15T16:09:31+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, aun no me ha llegado la factura electronica",1,False,2025-05-13T18:56:35+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, busco informacion sobre los aparatos portatiles para medir la humedad del cafe, incluyendo su precio. Tienen algun representante en el eje cafetero? Gracias",1,False,2025-07-02T15:45:31+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, con quien tengo el gusto",1,False,2025-06-19T18:44:57+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, confirmame por favor cual de las 2 referencias aprobaron y la cantidad https://www.viaindustrial.com/cotizacion.asp?CotCliente=1196079&token=448530&p=P107851",1,False,2026-03-03T16:07:55+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, Cuenta con 1 año de garantía por defecto de fabrica, también te brindamos soporte, mantenimiento y capacitación en caso de requerirla, la cual no tiene costo adicional",1,False,2025-12-05T13:26:34+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, disculpeme teniamos un error en los mensajes. aun estan interesados en la compra de la cinta",1,False,2025-06-20T16:08:53+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, el geofono la Entrega: 8 a 10 DIAS enviame por favor el RUC le realizo la factura proforma",1,False,2026-01-13T16:22:18+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, el unico documento que no trae es el INVIMA, una vez sea aprobado me cuentas para ir separando el equipo",1,False,2025-11-27T15:46:15+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, en el siguiente enlace encuentra el catalogo",1,False,2025-07-15T14:12:51+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, enviame por favor el RUT les realizo la factura proforma",1,False,2025-12-19T17:57:01+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, eso esta revision de gerencia",1,False,2025-09-09T15:24:49+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, espero se encuentre muy bien. cuentame si desean continuar con la compra",1,False,2025-12-01T17:36:20+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, espero se encuentre muy bien. cuenteme lograron revisar las fichas",1,False,2025-09-19T17:21:43+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, espero se encuentre muy bien. cuenteme lograron revisar las fichas ? === SYSTEM WZ === La plantilla de marketing no se puede enviar a este cliente en este momento debido a la limitación de mensajes de marketing. Inténtelo de nuevo más tarde o envíe una plantilla de otra categoría",1,False,2025-09-19T17:21:53+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, espero se encuentre muy bien. te estaba llamando desde otro numero, me indicas por favor en que momento me puedo comunicar",1,False,2025-09-29T18:54:28+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, estaba tratando de comunicarme para preguntar por el proceso de compra del dinamómetro",1,False,2025-06-04T18:39:04+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, Estamos ubicados en la Cl. 76 #20b-24, Bogotá, Colombia Oficina 207 Edificio Centrum Nuestro horario comercial es el siguiente: Lunes a Viernes: 7:30 - 5:00 Sábado y Domingo: Cerrado",1,False,2025-12-05T13:54:13+03:00
saludo_con_solicitud,buenos dias,"buenos dias, favor nos informan si tienen este conector o cable con este conector",1,False,2026-02-20T17:26:38+03:00
saludo_con_solicitud,buenos dias,"buenos dias, habla con David de la empresa Guacamaya Energy, por favor me cotiza ese repuesto",1,False,2025-06-24T16:52:12+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, indicame por favor cual es la referencia que requieren Estoy solicitando las cotizaciones de los variadores de frecuencia, estoy esperando la ofertqa, me envian un link donde aparece es un sensor . no entiendo su pregunta",1,False,2026-03-03T18:44:59+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, ingresando al link puedes ver la cotizacion completa con el envio, para cuando tienen programado la compra del equipo https://www.viaindustrial.com/cotizacion.asp?CotCliente=1255312&token=470742&p=P248388",1,False,2025-11-14T15:41:15+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, la cotizacion cuenta con descuento del 16% y el tiempo de entrega es el que tenemos en este momento por temporada alta. quedo atenta para dar inicio",1,False,2025-11-10T16:18:33+03:00
saludo_con_solicitud,buenos dias,"Buenos dias, la oc 0169365 del Anemómetro con interfaz USB se envia el dia de hoy a Medellin, en la tarde te puedo compartir la guia",1,False,2025-08-05T17:32:37+03:00
